F9C,R3,DCA,JFK,20:17:00,21:18:00,20:17:00,21:18:00,2024-08-01,2024-08-01,AB3-2,74,128,1,212.92,0.0,0.0
F7D,R3,JFK,BOS,22:18:00,23:14:00,22:18:00,23:14:00,2024-08-01,2024-08-01,AB3-2,64,81,1,186.25,0.0,0.0
F10A,R4,JFK,SEA,05:00:00,07:31:00,05:00:00,07:31:00,2024-08-01,2024-08-01,AB3-3,52,60,1,2414.94,0.0,-3.0
F11A,R4,SEA,MSP,08:31:00,13:06:00,08:31:00,13:06:00,2024-08-01,2024-08-01,AB3-3,8,48,1,1395.25,-3.0,-1.0
F12A,R4,MSP,JFK,14:06:00,17:21:00,14:06:00,17:21:00,2024-08-01,2024-08-01,AB3-3,40,92,1,1025.54,-1.0,0.0
F10B,R4,JFK,SEA,18:21:00,19:52:00,18:21:00,19:52:00,2024-08-01,2024-08-01,AB3-3,52,60,1,2414.94,0.0,-3.0
F13A,R5,ATL,TPA,05:00:00,06:05:00,05:00:00,06:05:00,2024-08-01,2024-08-01,AB3-4,14,37,1,406.93,0.0,0.0
F14A,R5,TPA,MIA,07:05:00,07:47:00,07:05:00,07:47:00,2024-08-01,2024-08-01,AB3-4,13,32,1,204.82,0.0,0.0
F15A,R5,MIA,MCO,08:47:00,09:30:00,08:47:00,09:30:00,2024-08-01,2024-08-01,AB3-4,10,33,1,192.44,0.0,0.0
F16A,R5,MCO,ATL,10:30:00,11:46:00,10:30:00,11:46:00,2024-08-01,2024-08-01,AB3-4,9,36,1,404.61,0.0,0.0
F13B,R5,ATL,TPA,12:46:00,13:51:00,12:46:00,13:51:00,2024-08-01,2024-08-01,AB3-4,14,37,1,406.93,0.0,0.0
F14B,R5,TPA,MIA,14:51:00,15:33:00,14:51:00,15:33:00,2024-08-01,2024-08-01,AB3-4,13,32,1,204.82,0.0,0.0
F15B,R5,MIA,MCO,16:33:00,17:16:00,16:33:00,17:16:00,2024-08-01,2024-08-01,AB3-4,10,33,1,192.44,0.0,0.0
F16B,R5,MCO,ATL,18:16:00,19:32:00,18:16:00,19:32:00,2024-08-01,2024-08-01,AB3-4,9,36,1,404.61,0.0,0.0
F13C,R5,ATL,TPA,20:32:00,21:37:00,20:32:00,21:37:00,2024-08-01,2024-08-01,AB3-4,14,37,1,406.93,0.0,0.0
F14C,R5,TPA,MIA,22:37:00,23:19:00,22:37:00,23:19:00,2024-08-01,2024-08-01,AB3-4,13,32,1,204.82,0.0,0.0
F15C,R5,MIA,MCO,00:19:00,01:02:00,00:19:00,01:02:00,2024-08-01,2024-08-01,AB3-4,10,33,1,192.44,0.0,0.0
F17A,R6,DFW,PHX,05:00:00,06:04:00,05:00:00,06:04:00,2024-08-01,2024-08-01,AB3-5,27,50,1,865.71,-1.0,-2.0
F18A,R6,PHX,IAH,07:04:00,10:10:00,07:04:00,10:10:00,2024-08-01,2024-08-01,AB3-5,23,61,1,1006.99,-2.0,-1.0
F19A,R6,IAH,DFW,11:10:00,12:02:00,11:10:00,12:02:00,2024-08-01,2024-08-01,AB3-5,38,65,1,224.13,-1.0,-1.0
F17B,R6,DFW,PHX,13:02:00,14:06:00,13:02:00,14:06:00,2024-08-01,2024-08-01,AB3-5,27,50,1,865.71,-1.0,-2.0
F18B,R6,PHX,IAH,15:06:00,18:12:00,15:06:00,18:12:00,2024-08-01,2024-08-01,AB3-5,23,61,1,1006.99,-2.0,-1.0
F19B,R6,IAH,DFW,19:12:00,20:04:00,19:12:00,20:04:00,2024-08-01,2024-08-01,AB3-5,38,65,1,224.13,-1.0,-1.0
F17C,R6,DFW,PHX,21:04:00,22:08:00,21:04:00,22:08:00,2024-08-01,2024-08-01,AB3-5,27,50,1,865.71,-1.0,-2.0
F20A,R7,DFW,LAS,05:00:00,05:21:00,05:00:00,05:21:00,2024-08-01,2024-08-01,AB3-6,17,23,1,1052.67,-1.0,-3.0
F21A,R7,LAS,DEN,06:21:00,08:44:00,06:21:00,08:44:00,2024-08-01,2024-08-01,AB3-6,6,22,1,626.63,-3.0,-2.0
F22A,R7,DEN,DFW,09:44:00,12:13:00,09:44:00,12:13:00,2024-08-01,2024-08-01,AB3-6,16,23,1,641.15,-2.0,-1.0
F20B,R7,DFW,LAS,13:13:00,13:34:00,13:13:00,13:34:00,2024-08-01,2024-08-01,AB3-6,17,23,1,1052.67,-1.0,-3.0
F21B,R7,LAS,DEN,14:34:00,16:57:00,14:34:00,16:57:00,2024-08-01,2024-08-01,AB3-6,6,22,1,626.63,-3.0,-2.0
F22B,R7,DEN,DFW,17:57:00,20:26:00,17:57:00,20:26:00,2024-08-01,2024-08-01,AB3-6,16,23,1,641.15,-2.0,-1.0
F20C,R7,DFW,LAS,21:26:00,21:47:00,21:26:00,21:47:00,2024-08-01,2024-08-01,AB3-6,17,23,1,1052.67,-1.0,-3.0
F23A,R8,ORD,SEA,05:00:00,06:39:00,05:00:00,06:39:00,2024-08-01,2024-08-01,AB3-7,23,23,1,1715.88,-1.0,-3.0
F24A,R8,SEA,ORD,07:39:00,12:50:00,07:39:00,12:50:00,2024-08-01,2024-08-01,AB3-7,22,22,1,1715.88,-3.0,-1.0
F23B,R8,ORD,SEA,13:50:00,15:29:00,13:50:00,15:29:00,2024-08-01,2024-08-01,AB3-7,23,23,1,1715.88,-1.0,-3.0
F24B,R8,SEA,ORD,16:29:00,21:40:00,16:29:00,21:40:00,2024-08-01,2024-08-01,AB3-7,22,22,1,1715.88,-3.0,-1.0
F23C,R8,ORD,SEA,22:40:00,00:19:00,22:40:00,00:19:00,2024-08-01,2024-08-01,AB3-7,23,23,1,1715.88,-1.0,-3.0
F25A,R9,ORD,SFO,05:00:00,06:51:00,05:00:00,06:51:00,2024-08-01,2024-08-01,AB3-8,22,22,1,1841.79,-1.0,-3.0
F26A,R9,SFO,ORD,07:51:00,13:21:00,07:51:00,13:21:00,2024-08-01,2024-08-01,AB3-8,21,21,1,1841.79,-3.0,-1.0
F25B,R9,ORD,SFO,14:21:00,16:12:00,14:21:00,16:12:00,2024-08-01,2024-08-01,AB3-8,22,22,1,1841.79,-1.0,-3.0
F26B,R9,SFO,ORD,17:12:00,22:42:00,17:12:00,22:42:00,2024-08-01,2024-08-01,AB3-8,21,21,1,1841.79,-3.0,-1.0
F27A,R10,ORD,SLC,05:00:00,06:46:00,05:00:00,06:46:00,2024-08-01,2024-08-01,AB3-9,8,8,1,1246.77,-1.0,-2.0
F28A,R10,SLC,ORD,07:46:00,11:19:00,07:46:00,11:19:00,2024-08-01,2024-08-01,AB3-9,8,8,1,1246.77,-2.0,-1.0
F27B,R10,ORD,SLC,12:19:00,14:05:00,12:19:00,14:05:00,2024-08-01,2024-08-01,AB3-9,8,8,1,1246.77,-1.0,-2.0
F28B,R10,SLC,ORD,15:05:00,18:38:00,15:05:00,18:38:00,2024-08-01,2024-08-01,AB3-9,8,8,1,1246.77,-2.0,-1.0
F27C,R10,ORD,SLC,19:38:00,21:24:00,19:38:00,21:24:00,2024-08-01,2024-08-01,AB3-9,8,8,1,1246.77,-1.0,-2.0
F29A,R11,DFW,ORD,05:00:00,06:41:00,05:00:00,06:41:00,2024-08-01,2024-08-01,AB3-10,50,50,1,802.34,-1.0,-1.0
F30A,R11,ORD,DFW,07:41:00,09:33:00,07:41:00,09:33:00,2024-08-01,2024-08-01,AB3-10,51,51,1,802.34,-1.0,-1.0
F29B,R11,DFW,ORD,10:33:00,12:14:00,10:33:00,12:14:00,2024-08-01,2024-08-01,AB3-10,50,50,1,802.34,-1.0,-1.0
F30B,R11,ORD,DFW,13:14:00,15:06:00,13:14:00,15:06:00,2024-08-01,2024-08-01,AB3-10,51,51,1,802.34,-1.0,-1.0
F29C,R11,DFW,ORD,16:06:00,17:47:00,16:06:00,17:47:00,2024-08-01,2024-08-01,AB3-10,50,50,1,802.34,-1.0,-1.0
F30C,R11,ORD,DFW,18:47:00,20:39:00,18:47:00,20:39:00,2024-08-01,2024-08-01,AB3-10,51,51,1,802.34,-1.0,-1.0
F29D,R11,DFW,ORD,21:39:00,23:20:00,21:39:00,23:20:00,2024-08-01,2024-08-01,AB3-10,50,50,1,802.34,-1.0,-1.0
F31A,R12,DFW,ATL,05:00:00,07:42:00,05:00:00,07:42:00,2024-08-01,2024-08-01,AB3-11,35,35,1,730.17,-1.0,0.0
F32A,R12,ATL,DFW,08:42:00,09:40:00,08:42:00,09:40:00,2024-08-01,2024-08-01,AB3-11,34,34,1,730.17,0.0,-1.0
F31B,R12,DFW,ATL,10:40:00,13:22:00,10:40:00,13:22:00,2024-08-01,2024-08-01,AB3-11,35,35,1,730.17,-1.0,0.0
F32B,R12,ATL,DFW,14:22:00,15:20:00,14:22:00,15:20:00,2024-08-01,2024-08-01,AB3-11,34,34,1,730.17,0.0,-1.0
F31C,R12,DFW,ATL,16:20:00,18:02:00,16:20:00,18:02:00,2024-08-01,2024-08-01,AB3-11,35,35,1,730.17,-1.0,0.0
F32C,R12,ATL,DFW,19:02:00,20:00:00,19:02:00,20:00:00,2024-08-01,2024-08-01,AB3-11,34,34,1,730.17,0.0,-1.0
F31D,R12,DFW,ATL,21:00:00,23:42:00,21:00:00,23:42:00,2024-08-01,2024-08-01,AB3-11,35,35,1,730.17,-1.0,0.0
F33A,R13,DFW,JFK,05:00:00,08:47:00,05:00:00,08:47:00,2024-08-01,2024-08-01,AB3-12,106,106,1,1389.23,-1.0,0.0
F34A,R13,JFK,DFW,09:47:00,12:18:00,09:47:00,12:18:00,2024-08-01,2024-08-01,AB3-12,115,115,1,1389.23,0.0,-1.0
F33B,R13,DFW,JFK,13:18:00,17:05:00,13:18:00,17:05:00,2024-08-01,2024-08-01,AB3-12,106,106,1,1389.23,-1.0,0.0
F34B,R13,JFK,DFW,18:05:00,20:36:00,18:05:00,20:36:00,2024-08-01,2024-08-01,AB3-12,115,115,1,1389.23,0.0,-1.0
F35A,R14,ORD,ATL,05:00:00,07:31:00,05:00:00,07:31:00,2024-08-01,2024-08-01,AB3-13,40,40,1,606.88,-1.0,0.0
F36A,R14,ATL,ORD,08:31:00,09:12:00,08:31:00,09:12:00,2024-08-01,2024-08-01,AB3-13,39,39,1,606.88,0.0,-1.0
F35B,R14,ORD,ATL,10:12:00,12:43:00,10:12:00,12:43:00,2024-08-01,2024-08-01,AB3-13,40,40,1,606.88,-1.0,0.0
F36B,R14,ATL,ORD,13:43:00,14:24:00,13:43:00,14:24:00,2024-08-01,2024-08-01,AB3-13,39,39,1,606.88,0.0,-1.0
F35C,R14,ORD,ATL,15:24:00,17:55:00,15:24:00,17:55:00,2024-08-01,2024-08-01,AB3-13,40,40,1,606.88,-1.0,0.0
F36C,R14,ATL,ORD,18:55:00,19:36:00,18:55:00,19:36:00,2024-08-01,2024-08-01,AB3-13,39,39,1,606.88,0.0,-1.0
F35D,R14,ORD,ATL,20:36:00,23:07:00,20:36:00,23:07:00,2024-08-01,2024-08-01,AB3-13,40,40,1,606.88,-1.0,0.0
F37A,R15,ORD,JFK,05:00:00,07:43:00,05:00:00,07:43:00,2024-08-01,2024-08-01,B7378-1,123,123,1,738.23,-1.0,0.0
F38A,R15,JFK,ORD,08:43:00,10:07:00,08:43:00,10:07:00,2024-08-01,2024-08-01,B7378-1,133,133,1,738.23,0.0,-1.0
F37B,R15,ORD,JFK,11:07:00,13:50:00,11:07:00,13:50:00,2024-08-01,2024-08-01,B7378-1,123,123,1,738.23,-1.0,0.0
F38B,R15,JFK,ORD,14:50:00,16:14:00,14:50:00,16:14:00,2024-08-01,2024-08-01,B7378-1,133,133,1,738.23,0.0,-1.0
F37C,R15,ORD,JFK,17:14:00,19:57:00,17:14:00,19:57:00,2024-08-01,2024-08-01,B7378-1,123,123,1,738.23,-1.0,0.0
F38C,R15,JFK,ORD,20:57:00,22:21:00,20:57:00,22:21:00,2024-08-01,2024-08-01,B7378-1,133,133,1,738.23,0.0,-1.0
F39A,R16,JFK,ATL,05:00:00,07:14:00,05:00:00,07:14:00,2024-08-01,2024-08-01,AB3-14,91,91,1,759.65,0.0,0.0
F40A,R16,ATL,JFK,08:14:00,10:15:00,08:14:00,10:15:00,2024-08-01,2024-08-01,AB3-14,83,83,1,759.65,0.0,0.0
F39B,R16,JFK,ATL,11:15:00,12:29:00,11:15:00,12:29:00,2024-08-01,2024-08-01,AB3-14,91,91,1,759.65,0.0,0.0
F40B,R16,ATL,JFK,13:29:00,15:30:00,13:29:00,15:30:00,2024-08-01,2024-08-01,AB3-14,83,83,1,759.65,0.0,0.0
F39C,R16,JFK,ATL,16:30:00,18:44:00,16:30:00,18:44:00,2024-08-01,2024-08-01,AB3-14,91,91,1,759.65,0.0,0.0
F40C,R16,ATL,JFK,19:44:00,21:45:00,19:44:00,21:45:00,2024-08-01,2024-08-01,AB3-14,83,83,1,759.65,0.0,0.0
F39D,R16,JFK,ATL,22:45:00,00:59:00,22:45:00,00:59:00,2024-08-01,2024-08-01,AB3-14,91,91,1,759.65,0.0,0.0
F41A,R17,CLT,ORD,05:00:00,05:38:00,05:00:00,05:38:00,2024-08-01,2024-08-01,AB3-15,14,34,1,583.99,0.0,-1.0
F42A,R17,ORD,TPA,06:38:00,09:39:00,06:38:00,09:39:00,2024-08-01,2024-08-01,AB3-15,20,25,1,1007.18,-1.0,0.0
F43A,R17,TPA,CLT,10:39:00,11:58:00,10:39:00,11:58:00,2024-08-01,2024-08-01,AB3-15,5,19,1,508.65,0.0,0.0
F41B,R17,CLT,ORD,12:58:00,13:36:00,12:58:00,13:36:00,2024-08-01,2024-08-01,AB3-15,14,34,1,583.99,0.0,-1.0
F42B,R17,ORD,TPA,14:36:00,17:37:00,14:36:00,17:37:00,2024-08-01,2024-08-01,AB3-15,20,25,1,1007.18,-1.0,0.0
F43B,R17,TPA,CLT,18:37:00,19:55:00,18:37:00,19:55:00,2024-08-01,2024-08-01,AB3-15,5,19,1,508.65,0.0,0.0
F41C,R17,CLT,ORD,20:55:00,21:33:00,20:55:00,21:33:00,2024-08-01,2024-08-01,AB3-15,14,34,1,583.99,0.0,-1.0
F44A,R18,LAX,JFK,05:00:00,12:36:00,05:00:00,12:36:00,2024-08-01,2024-08-01,B7378-2,177,177,1,2469.52,-3.0,0.0
F45A,R18,JFK,PHX,13:36:00,16:22:00,13:36:00,16:22:00,2024-08-01,2024-08-01,B7378-2,70,70,1,2148.71,0.0,-2.0
F46A,R18,PHX,LAX,17:22:00,17:28:00,17:22:00,17:28:00,2024-08-01,2024-08-01,B7378-2,42,42,1,369.5,-2.0,-3.0
F47A,R19,ORD,MCO,05:00:00,08:03:00,05:00:00,08:03:00,2024-08-01,2024-08-01,AB3-16,14,19,1,1007.18,-1.0,0.0
F48A,R19,MCO,SAN,09:03:00,10:22:00,09:03:00,10:22:00,2024-08-01,2024-08-01,AB3-16,5,26,1,2145.35,0.0,-3.0
F49A,R19,SAN,ORD,11:22:00,16:39:00,11:22:00,16:39:00,2024-08-01,2024-08-01,AB3-16,21,35,1,1720.43,-3.0,-1.0
F47B,R19,ORD,MCO,17:39:00,20:42:00,17:39:00,20:42:00,2024-08-01,2024-08-01,AB3-16,14,19,1,1007.18,-1.0,0.0
F48B,R19,MCO,SAN,21:42:00,23:01:00,21:42:00,23:01:00,2024-08-01,2024-08-01,AB3-16,5,26,1,2145.35,0.0,-3.0
F50A,R20,JFK,LAS,05:00:00,06:58:00,05:00:00,06:58:00,2024-08-01,2024-08-01,AB3-17,43,48,1,2242.45,0.0,-3.0
F51A,R20,LAS,CLT,07:58:00,14:32:00,07:58:00,14:32:00,2024-08-01,2024-08-01,AB3-17,5,33,1,1911.22,-3.0,0.0
F52A,R20,CLT,JFK,15:32:00,16:52:00,15:32:00,16:52:00,2024-08-01,2024-08-01,AB3-17,28,71,1,541.33,0.0,0.0
F50B,R20,JFK,LAS,17:52:00,19:50:00,17:52:00,19:50:00,2024-08-01,2024-08-01,AB3-17,43,48,1,2242.45,0.0,-3.0
R53A,R21,MSP,TPA,05:00:00,08:30:00,05:00:00,08:30:00,2024-08-01,2024-08-01,AB3-18,7,19,1,1307.85,-1.0,0.0
R54A,R21,TPA,DCA,09:30:00,11:08:00,09:30:00,11:08:00,2024-08-01,2024-08-01,AB3-18,12,24,1,814.93,0.0,0.0
R55A,R21,DCA,MSP,12:08:00,13:15:00,12:08:00,13:15:00,2024-08-01,2024-08-01,AB3-18,12,19,1,928.52,0.0,-1.0
R53B,R21,MSP,TPA,14:15:00,17:45:00,14:15:00,17:45:00,2024-08-01,2024-08-01,AB3-18,7,24,1,1307.85,-1.0,0.0
R54B,R21,TPA,DCA,18:45:00,20:52:00,18:45:00,20:52:00,2024-08-01,2024-08-01,AB3-18,12,24,1,814.93,0.0,0.0
R55B,R21,DCA,MSP,21:52:00,23:59:00,21:52:00,23:59:00,2024-08-01,2024-08-01,AB3-18,12,19,1,928.52,0.0,-1.0
F56A,R22,PHX,DCA,05:00:00,10:35:00,05:00:00,10:35:00,2024-08-01,2024-08-01,AB3-19,19,54,1,1974.42,-2.0,0.0
F57A,R22,DCA,ORD,11:35:00,12:11:00,11:35:00,12:11:00,2024-08-01,2024-08-01,AB3-19,35,66,1,610.78,0.0,-1.0
F58A,R22,ORD,PHX,13:11:00,15:14:00,13:11:00,15:14:00,2024-08-01,2024-08-01,AB3-19,31,50,1,1437.26,-1.0,-2.0
F56B,R22,PHX,DCA,16:14:00,21:49:00,16:14:00,21:49:00,2024-08-01,2024-08-01,AB3-19,19,54,1,1974.42,-2.0,0.0
F57B,R22,DCA,ORD,22:49:00,23:25:00,22:49:00,23:25:00,2024-08-01,2024-08-01,AB3-19,35,66,1,610.78,0.0,-1.0
F59A,R23,SEA,BNA,05:00:00,10:29:00,05:00:00,10:29:00,2024-08-01,2024-08-01,AB3-20,4,11,1,1973.76,-3.0,-1.0
F60A,R23,BNA,DFW,11:29:00,12:57:00,11:29:00,12:57:00,2024-08-01,2024-08-01,AB3-20,7,27,1,360.62,-1.0,-1.0
F61A,R23,DFW,SEA,13:57:00,15:24:00,13:57:00,15:24:00,2024-08-01,2024-08-01,AB3-20,20,24,1,1657.85,-1.0,-3.0
F59B,R23,SEA,BNA,16:24:00,21:53:00,16:24:00,21:53:00,2024-08-01,2024-08-01,AB3-20,4,11,1,1973.76,-3.0,-1.0
F60B,R23,BNA,DFW,22:53:00,12:21:00,22:53:00,00:21:00,2024-08-01,2024-08-01,AB3-20,7,27,1,360.62,-1.0,-1.0
F62A,R24,SAN,IAH,05:00:00,09:32:00,05:00:00,09:32:00,2024-08-01,2024-08-01,AB3-21,16,27,1,1301.08,-3.0,-1.0
F63A,R24,IAH,CLT,10:32:00,13:29:00,10:32:00,13:29:00,2024-08-01,2024-08-01,AB3-21,11,17,1,910.96,-1.0,0.0
F64A,R24,CLT,SAN,14:29:00,15:44:00,14:29:00,15:44:00,2024-08-01,2024-08-01,AB3-21,6,22,1,2072.84,0.0,-3.0
F62B,R24,SAN,IAH,16:44:00,21:16:00,16:44:00,21:16:00,2024-08-01,2024-08-01,AB3-21,16,27,1,1301.08,-3.0,-1.0
F65A,R25,SLC,DFW,05:00:00,08:09:00,05:00:00,08:09:00,2024-08-01,2024-08-01,AB3-22,7,48,1,987.83,-2.0,-1.0
F66A,R25,DFW,BOS,09:09:00,13:01:00,09:09:00,13:01:00,2024-08-01,2024-08-01,AB3-22,41,45,1,1559.52,-1.0,0.0
F67A,R25,BOS,SLC,14:01:00,16:42:00,14:01:00,16:42:00,2024-08-01,2024-08-01,AB3-22,4,11,1,2100.2,0.0,-2.0
F65B,R25,SLC,DFW,17:52:00,21:01:00,17:52:00,21:01:00,2024-08-01,2024-08-01,AB3-22,7,48,1,987.83,-2.0,-1.0
F68A,R26,DEN,ATL,05:00:00,09:22:00,05:00:00,09:22:00,2024-08-01,2024-08-01,AB3-23,13,38,1,1197.23,-2.0,0.0
F69A,R26,ATL,PHL,10:22:00,12:04:00,10:22:00,12:04:00,2024-08-01,2024-08-01,AB3-23,25,37,1,665.91,0.0,0.0
F70A,R26,PHL,DEN,13:04:00,14:39:00,13:04:00,14:39:00,2024-08-01,2024-08-01,AB3-23,12,25,1,1553.83,0.0,-2.0
F68B,R26,DEN,ATL,15:39:00,20:01:00,15:39:00,20:01:00,2024-08-01,2024-08-01,AB3-23,13,38,1,1197.23,-2.0,0.0
F69B,R26,ATL,PHL,21:01:00,22:43:00,21:01:00,22:43:00,2024-08-01,2024-08-01,AB3-23,25,37,1,665.91,0.0,0.0
F71A,R1,DCA,BNA,05:00:00,05:26:00,05:00:00,05:26:00,2024-08-02,2024-08-02,AB3-1,6,22,2,560.69,0.0,-1.0
F72A,R1,BNA,ATL,06:26:00,08:17:00,06:26:00,08:17:00,2024-08-02,2024-08-02,AB3-1,6,25,2,214.02,-1.0,0.0
F73A,R1,ATL,CLT,09:17:00,10:17:00,09:17:00,10:17:00,2024-08-02,2024-08-02,AB3-1,10,25,2,226.36,0.0,0.0
F74A,R1,CLT,DCA,11:17:00,12:14:00,11:17:00,12:14:00,2024-08-02,2024-08-02,AB3-1,9,21,2,331.04,0.0,0.0
F71B,R1,DCA,BNA,13:14:00,13:40:00,13:14:00,13:40:00,2024-08-02,2024-08-02,AB3-1,6,22,2,560.69,0.0,-1.0
F72B,R1,BNA,ATL,14:40:00,16:31:00,14:40:00,16:31:00,2024-08-02,2024-08-02,AB3-1,6,25,2,214.02,-1.0,0.0
F73B,R1,ATL,CLT,17:31:00,18:33:00,17:31:00,18:33:00,2024-08-02,2024-08-02,AB3-1,10,25,2,226.36,0.0,0.0
F74B,R1,CLT,DCA,19:33:00,20:30:00,19:33:00,20:30:00,2024-08-02,2024-08-02,AB3-1,9,21,2,331.04,0.0,0.0
F71C,R1,DCA,BNA,21:30:00,21:56:00,21:30:00,21:56:00,2024-08-02,2024-08-02,AB3-1,6,22,2,560.69,0.0,-1.0
F72C,R1,BNA,ATL,22:56:00,12:47:00,22:56:00,00:47:00,2024-08-02,2024-08-02,AB3-1,6,25,2,214.02,-1.0,0.0
F75A,R2,JFK,CDG,05:00:00,18:14:00,05:00:00,18:14:00,2024-08-02,2024-08-02,B7474-1,193,193,2,3407.96,0.0,6.0
F76A,R2,CDG,JFK,19:14:00,20:28:00,19:14:00,20:28:00,2024-08-02,2024-08-02,B7474-1,184,184,2,3407.96,6.0,0.0
F77A,R3,BOS,DCA,05:00:00,05:49:00,05:00:00,05:49:00,2024-08-02,2024-08-02,AB3-2,17,91,2,398.61,0.0,0.0
F78A,R3,DCA,JFK,06:49:00,07:50:00,06:49:00,07:50:00,2024-08-02,2024-08-02,AB3-2,74,128,2,212.92,0.0,0.0
F79A,R3,JFK,BOS,08:50:00,09:46:00,08:50:00,09:46:00,2024-08-02,2024-08-02,AB3-2,64,81,2,186.25,0.0,0.0
F77B,R3,BOS,DCA,10:46:00,11:35:00,10:46:00,11:35:00,2024-08-02,2024-08-02,AB3-2,17,91,2,398.61,0.0,0.0
F78B,R3,DCA,JFK,12:35:00,13:36:00,12:35:00,13:36:00,2024-08-02,2024-08-02,AB3-2,74,128,2,212.92,0.0,0.0
F79B,R3,JFK,BOS,14:36:00,15:32:00,14:36:00,15:32:00,2024-08-02,2024-08-02,AB3-2,64,81,2,186.25,0.0,0.0
F77C,R3,BOS,DCA,16:32:00,17:21:00,16:32:00,17:21:00,2024-08-02,2024-08-02,AB3-2,17,91,2,398.61,0.0,0.0
F78C,R3,DCA,JFK,18:21:00,19:22:00,18:21:00,19:22:00,2024-08-02,2024-08-02,AB3-2,74,128,2,212.92,0.0,0.0
F79C,R3,JFK,BOS,20:22:00,21:18:00,20:22:00,21:18:00,2024-08-02,2024-08-02,AB3-2,64,81,2,186.25,0.0,0.0
F77D,R3,BOS,DCA,22:18:00,23:07:00,22:18:00,23:07:00,2024-08-02,2024-08-02,AB3-2,17,91,2,398.61,0.0,0.0
F80A,R4,SEA,MSP,05:00:00,09:35:00,05:00:00,09:35:00,2024-08-02,2024-08-02,AB3-3,8,48,2,1395.25,-3.0,-1.0
F81A,R4,MSP,JFK,10:35:00,13:50:00,10:35:00,13:50:00,2024-08-02,2024-08-02,AB3-3,40,92,2,1025.54,-1.0,0.0
F82A,R4,JFK,SEA,14:50:00,17:21:00,14:50:00,17:21:00,2024-08-02,2024-08-02,AB3-3,52,60,2,2414.94,0.0,-3.0
F80B,R4,SEA,MSP,18:21:00,22:56:00,18:21:00,22:56:00,2024-08-02,2024-08-02,AB3-3,8,48,2,1395.25,-3.0,-1.0
F83A,R5,MCO,ATL,05:00:00,06:16:00,05:00:00,06:16:00,2024-08-02,2024-08-02,AB3-4,9,36,2,404.61,0.0,0.0
